configuration,seconds,team,front,reserve,reserve_ready,front_route,reserve_route,reserve_routed,reserve_resting,reserve_fatigue,reserve_strength,reserve_morale,forward_gap,distance,left_blocked_leg,left_blocker_team,left_blocker_id,right_blocked_leg,right_blocker_team,right_blocker_id
0,25.017,1,3,8,1,0,0,0,0,0.000,20.000,63.500,9.915,11.085,1,1,1,1,1,1
0,26.017,1,3,8,1,0,0,0,0,0.000,20.000,57.500,9.915,11.085,1,1,1,1,1,1
0,27.017,0,18,23,0,0,0,0,1,5.933,8.154,32.277,5.336,5.336,1,0,17,1,0,14
0,28.017,0,18,23,0,0,0,0,1,4.933,8.154,35.277,5.336,5.336,1,0,17,1,0,14
0,28.017,0,20,15,0,0,3,0,0,8.000,13.961,40.615,-2.190,6.935,2,0,21,1,-2,-1
0,29.017,0,18,23,0,0,0,0,1,3.933,8.154,38.277,5.336,5.336,1,0,17,1,0,14
0,29.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-1.236,7.450,2,0,21,1,-2,-1
0,30.017,0,18,23,0,0,0,0,1,2.933,8.154,41.277,5.336,5.336,1,0,17,1,0,14
0,30.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,31.017,0,18,23,0,0,0,0,1,1.933,8.154,44.277,5.336,5.336,1,0,17,0,-1,-1
0,31.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,32.017,0,18,23,0,0,0,0,1,0.933,8.154,47.277,5.336,5.336,1,0,17,0,-1,-1
0,32.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,33.017,0,18,23,0,0,0,0,1,0.000,8.154,50.277,5.336,5.336,1,0,17,0,-1,-1
0,33.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,34.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,35.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,36.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.867,7.692,2,0,21,1,-2,-1
0,37.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.850,7.701,2,0,21,1,-2,-1
0,38.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.833,7.714,2,0,21,1,-2,-1
0,39.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.819,7.728,2,0,21,1,-2,-1
0,40.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.814,7.733,2,0,21,1,-2,-1
0,41.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.814,7.733,2,0,21,1,-2,-1
0,41.017,0,22,17,1,0,0,0,0,0.000,20.000,52.501,5.200,5.200,1,0,16,1,0,18
0,42.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.814,7.733,2,0,21,1,-2,-1
0,42.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
0,43.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.814,7.733,2,0,21,1,-2,-1
0,43.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
0,44.017,0,20,15,0,0,3,0,0,8.000,13.961,38.315,-0.814,7.733,2,0,21,1,-2,-1
0,44.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
1,6.017,0,24,19,1,0,1,0,0,0.000,20.000,100.000,8.351,9.371,1,0,18,2,1,2
1,6.017,1,0,5,1,0,1,0,0,0.000,20.000,100.000,8.351,9.371,2,0,22,1,1,6
1,7.017,0,24,19,1,0,1,0,0,0.000,20.000,100.000,8.351,10.314,2,1,2,2,1,2
1,7.017,1,0,5,1,0,1,0,0,0.000,20.000,100.000,8.351,10.314,2,0,22,2,0,22
1,9.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,5.336,5.336,1,0,17,1,0,14
1,9.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,5.336,5.336,1,1,10,1,1,7
1,10.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,5.250,5.254,1,0,17,1,0,14
1,10.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,5.250,5.254,1,1,10,1,1,7
1,11.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,4.699,4.891,1,-2,-1,1,0,14
1,11.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,4.699,4.891,1,1,10,1,-2,-1
1,12.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,4.699,4.891,1,-2,-1,1,0,14
1,12.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,4.699,4.891,1,1,10,1,-2,-1
1,15.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,2,0,20,1,0,17
1,15.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,1,1,7,2,1,4
1,16.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,2,0,20,1,0,17
1,16.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,1,1,7,2,1,4
1,17.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,2,0,20,1,0,17
1,17.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,12.857,13.089,1,1,7,2,1,4
1,20.017,0,22,17,1,0,0,0,0,0.000,20.000,52.501,5.200,5.200,1,0,16,1,0,18
1,20.017,1,2,7,1,0,0,0,0,0.000,20.000,52.501,5.200,5.200,1,1,6,1,1,8
1,21.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
1,21.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,1,1,8
1,22.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
1,22.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,1,1,8
1,23.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,0,16,1,0,18
1,23.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,1,1,8
1,24.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,24.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,1,1,8
1,25.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,25.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,1,1,8
1,26.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,26.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,26.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,27.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,27.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,27.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,27.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,28.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,28.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,28.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,28.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,29.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,29.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,29.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,29.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,30.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,30.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,30.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,30.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,31.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,31.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,31.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,31.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,32.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,32.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,32.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,32.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,33.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,33.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,33.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,33.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,34.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,34.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,34.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,34.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,35.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,35.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,35.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,35.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,36.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,36.017,0,22,17,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,2,1,0,1,0,18
1,36.017,1,2,7,1,0,0,0,0,0.000,20.000,52.001,5.200,5.200,1,1,6,2,0,24
1,36.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,37.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,37.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,38.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,38.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,39.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,39.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,40.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,40.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,41.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,41.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,42.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,42.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,43.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,43.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,44.017,0,20,15,0,0,3,0,0,7.950,11.761,34.123,-2.467,6.910,2,0,21,1,-2,-1
1,44.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,45.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,46.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,47.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,48.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,49.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,50.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
1,51.017,1,4,9,0,0,3,0,0,8.000,11.143,32.570,-2.200,6.922,1,-2,-1,2,1,3
2,5.017,0,20,15,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,2,1,0,1,0,16
2,5.017,1,0,5,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,2,0,20,1,1,6
2,6.017,0,20,15,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,2,1,0,1,0,16
2,6.017,0,24,19,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,17,2,1,4
2,6.017,1,0,5,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,2,0,20,1,1,6
2,6.017,1,4,9,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,7,2,0,24
2,7.017,0,20,15,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,10,1,0,16
2,7.017,0,24,19,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,17,1,0,14
2,7.017,1,0,5,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,10,1,1,6
2,7.017,1,4,9,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,7,1,1,14
2,8.017,0,20,15,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,10,1,0,16
2,8.017,0,24,19,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,17,1,0,14
2,8.017,1,0,5,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,10,1,1,6
2,8.017,1,4,9,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,7,1,1,14
2,9.017,0,20,15,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,10,1,0,16
2,9.017,0,24,19,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,17,1,0,14
2,9.017,1,0,5,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,10,1,1,6
2,9.017,1,4,9,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,7,1,1,14
2,10.017,0,24,19,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,0,17,1,0,14
2,10.017,1,4,9,1,0,0,0,0,0.000,20.000,100.000,9.226,9.228,1,1,7,1,1,14
2,11.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,11.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,12.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,12.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,13.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,15,1,0,17
2,13.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,13.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,13.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,5,1,1,7
2,13.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,13.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
2,14.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,15,1,0,17
2,14.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,14.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,14.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,5,1,1,7
2,14.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,14.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
2,15.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,15,1,0,17
2,15.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,15.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,15.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,5,1,1,7
2,15.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,15.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
2,16.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,15,1,0,17
2,16.017,0,22,17,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,16,1,0,18
2,16.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,16.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,5,1,1,7
2,16.017,1,2,7,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,6,1,1,8
2,16.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
2,17.017,0,21,16,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,15,1,0,17
2,17.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,17.017,1,1,6,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,5,1,1,7
2,17.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
2,18.017,0,23,18,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,0,17,1,0,19
2,18.017,1,3,8,1,0,0,0,0,0.000,20.000,100.000,7.750,7.750,1,1,7,1,1,9
